p":-1.07,"r":8.69},"acceleration":{"x":-1201,"y":932,"z":5457}}
0.2:{"time":39378,"ypr":{"y":142.68,"p":-1.03,"r":8.63},"acceleration":{"x":-1189,"y":971,"z":5353}}
0.2:{"time":55286,"ypr":{"y":115.16,"p":8.61,"r":4.13},"acceleration":{"x":-1282,"y":716,"z":4881}}
0.2:{"time":55302,"ypr":{"y":114.48,"p":8.77,"r":4.12},"acceleration":{"x":-1252,"y":793,"z":4966}}
0.2:{"time":55316,"ypr":{"y":113.84,"p":8.95,"r":4.09},"acceleration":{"x":-1316,"y":750,"z":5123}}
0.2:{"time":55331,"ypr":{"y":113.23,"p":9.03,"r":4.09},"acceleration":{"x":-1232,"y":765,"z":5196}}
0.2:{"time":55347,"ypr":{"y":112.62,"p":9.10,"r":4.06},"acceleration":{"x":-1231,"y":800,"z":5270}}
0.2:{"time":55361,"ypr":{"y":112.04,"p":9.19,"r":4.07},"acceleration":{"x":-1151,"y":854,"z":5361}}
0.2:{"time":55376,"ypr":{"y":111.48,"p":9.30,"r":4.09},"acceleration":{"x":-1089,"y":923,"z":5471}}
0.2:{"time":55392,"ypr":{"y":110.91,"p":9.46,"r":4.14},"acceleration":{"x":-1072,"y":984,"z":5566}}
0.2:{"time":55406,"ypr":{"y":110.31,"p":9.65,"r":4.22},"acceleration":{"x":-1044,"y":1003,"z":5629}}
0.2:{"time":55421,"ypr":{"y":109.70,"p":9.85,"r":4.32},"acceleration":{"x":-1018,"y":1010,"z":5630}}
0.2:{"time":55436,"ypr":{"y":109.08,"p":10.04,"r":4.43},"acceleration":{"x":-993,"y":1022,"z":5606}}
0.2:{"time":55451,"ypr":{"y":108.43,"p":10.20,"r":4.52},"acceleration":{"x":-1025,"y":1094,"z":5537}}
0.2:{"time":55467,"ypr":{"y":107.78,"p":10.39,"r":4.55},"acceleration":{"x":-1150,"y":1144,"z":5436}}
0.2:{"time":55481,"ypr":{"y":107.13,"p":10.62,"r":4.56},"acceleration":{"x":-1414,"y":1135,"z":5268}}
0.2:{"time":55496,"ypr":{"y":106.50,"p":10.81,"r":4.64},"acceleration":{"x":-1662,"y":1122,"z":5181}}
0.2:{"time":55512,"ypr":{"y":105.87,"p":10.91,"r":4.87},"acceleration":{"x":-1855,"y":1080,"z":5213}}
0.2:{"time":55526,"ypr":{"y":105.25,"p":10.87,"r":5.29},"acceleration":{"x":-1978,"y":971,"z":5415}}
0.2:{"time":55541,"ypr":{"y":104.59,"p":10.60,"r":5.86},"acceleration":{"x":-1912,"y":908,"z":5704}}
0.2:{"time":55557,"ypr":{"y":103.89,"p":10.13,"r":6.41},"acceleration":{"x":-1734,"y":968,"z":6011}}
0.2:{"time":55571,"ypr":{"y":103.14,"p":9.50,"r":6.86},"acceleration":{"x":-1609,"y":1130,"z":6351}}
0.2:{"time":55586,"ypr":{"y":102.42,"p":8.85,"r":7.20},"acceleration":{"x":-1426,"y":1473,"z":6554}}
0.2:{"time":55602,"ypr":{"y":101.85,"p":8.37,"r":7.36},"acceleration":{"x":-1323,"y":1642,"z":6529}}
0.2:{"time":55616,"ypr":{"y":101.38,"p":8.09,"r":7.33},"acceleration":{"x":-1394,"y":1593,"z":6333}}
0.2:{"time":55631,"ypr":{"y":101.00,"p":7.92,"r":7.25},"acceleration":{"x":-1560,"y":1512,"z":6164}}
0.2:{"time":55647,"ypr":{"y":100.65,"p":7.90,"r":7.22},"acceleration":{"x":-1739,"y":1492,"z":6085}}
0.2:{"time":55661,"ypr":{"y":100.30,"p":8.01,"r":7.32},"acceleration":{"x":-1812,"y":1425,"z":5975}}
0.2:{"time":55676,"ypr":{"y":99.95,"p":8.20,"r":7.51},"acceleration":{"x":-1773,"y":1396,"z":5852}}
0.2:{"time":55692,"ypr":{"y":99.58,"p":8.51,"r":7.74},"acceleration":{"x":-1694,"y":1311,"z":5733}}
0.2:{"time":55706,"ypr":{"y":99.15,"p":8.87,"r":7.95},"acceleration":{"x":-1551,"y":1170,"z":5606}}
0.2:{"time":55721,"ypr":{"y":98.65,"p":9.20,"r":8.11},"acceleration":{"x":-1365,"y":1003,"z":5449}}
0.2:{"time":55737,"ypr":{"y":98.03,"p":9.39,"r":8.15},"acceleration":{"x":-1209,"y":917,"z":5296}}
0.2:{"time":55751,"ypr":{"y":97.33,"p":9.42,"r":8.05},"acceleration":{"x":-1109,"y":1011,"z":5176}}
0.2:{"time":55767,"ypr":{"y":96.60,"p":9.39,"r":7.84},"acceleration":{"x":-1004,"y":1266,"z":5031}}
0.2:{"time":55782,"ypr":{"y":95.89,"p":9.46,"r":7.52},"acceleration":{"x":-975,"y":1471,"z":4735}}
0.2:{"time":55796,"ypr":{"y":95.21,"p":9.68,"r":7.10},"acceleration":{"x":-1008,"y":1564,"z":4334}}
0.2:{"time":55812,"ypr":{"y":94.57,"p":10.06,"r":6.63},"acceleration":{"x":-1096,"y":1494,"z":3871}}
0.2:{"time":55827,"ypr":{"y":93.94,"p":10.54,"r":6.13},"acceleration":{"x":-1202,"y":1312,"z":3431}}
0.2:{"time":55841,"ypr":{"y":93.33,"p":11.02,"r":5.62},"acceleration":{"x":-1349,"y":1030,"z":3108}}
0.2:{"time":55857,"ypr":{"y":92.72,"p":11.42,"r":5.13},"acceleration":{"x":-1557,"y":788,"z":2972}}
0.2:{"time":55871,"ypr":{"y":92.12,"p":11.72,"r":4.76},"acceleration":{"x":-1729,"y":598,"z":3033}}
0.2:{"time":55886,"ypr":{"y":91.51,"p":11.94,"r":4.51},"acceleration":{"x":-1815,"y":437,"z":3147}}
0.2:{"time":55902,"ypr":{"y":90.88,"p":12.05,"r":4.30},"acceleration":{"x":-1859,"y":326,"z":3334}}
0.2:{"time":55916,"ypr":{"y":90.27,"p":12.07,"r":4.10},"acceleration":{"x":-1922,"y":252,"z":3546}}
0.2:{"time":55931,"ypr":{"y":89.67,"p":11.96,"r":3.92},"acceleration":{"x":-1990,"y":284,"z":3752}}
0.2:{"time":55947,"ypr":{"y":89.12,"p":11.76,"r":3.77},"acceleration":{"x":-2067,"y":374,"z":3981}}
0.2:{"time":55961,"ypr":{"y":88.63,"p":11.50,"r":3.70},"acceleration":{"x":-2090,"y":501,"z":4238}}
0.2:{"time":55976,"ypr":{"y":88.21,"p":11.19,"r":3.72},"acceleration":{"x":-2066,"y":678,"z":4566}}
0.2:{"time":55992,"ypr":{"y":87.87,"p":10.87,"r":3.82},"acceleration":{"x":-1968,"y":892,"z":4952}}
0.2:{"time":56006,"ypr":{"y":87.62,"p":10.58,"r":3.93},"acceleration":{"x":-1861,"y":1119,"z":5318}}
0.2:{"time":56022,"ypr":{"y":87.47,"p":10.36,"r":3.99},"acceleration":{"x":-1765,"y":1293,"z":5608}}
0.2:{"time":56037,"ypr":{"y":87.43,"p":10.23,"r":3.97},"acceleration":{"x":-1652,"y":1400,"z":5762}}
0.2:{"time":56051,"ypr":{"y":87.52,"p":10.21,"r":3.84},"acceleration":{"x":-1577,"y":1443,"z":5811}}
0.2:{"time":56067,"ypr":{"y":87.74,"p":10.31,"r":3.64},"acceleration":{"x":-1541,"y":1403,"z":5795}}
0.2:{"time":56082,"ypr":{"y":88.10,"p":10.47,"r":3.35},"acceleration":{"x":-1554,"y":1230,"z":5694}}
0.2:{"time":56096,"ypr":{"y":88.56,"p":10.72,"r":3.00},"acceleration":{"x":-1669,"y":896,"z":5480}}
0.2:{"time":56112,"ypr":{"y":89.09,"p":10.99,"r":2.71},"acceleration":{"x":-1825,"y":499,"z":5276}}
0.2:{"time":56127,"ypr":{"y":89.65,"p":11.22,"r":2.55},"acceleration":{"x":-1922,"y":154,"z":5169}}
0.2:{"time":56141,"ypr":{"y":90.19,"p":11.37,"r":2.56},"acceleration":{"x":-1974,"y":-214,"z":5199}}
0.2:{"time":56157,"ypr":{"y":90.66,"p":11.27,"r":2.72},"acceleration":{"x":-1911,"y":-403,"z":5380}}
0.2:{"time":56172,"ypr":{"y":91.06,"p":10.87,"r":2.95},"acceleration":{"x":-1815,"y":-178,"z":5665}}
0.2:{"time":56186,"ypr":{"y":91.44,"p":10.33,"r":3.16},"acceleration":{"x":-1702,"y":307,"z":5976}}
0.2:{"time":56202,"ypr":{"y":91.89,"p":9.80,"r":3.37},"acceleration":{"x":-1624,"y":859,"z":6203}}
0.2:{"time":56217,"ypr":{"y":92.49,"p":9.47,"r":3.56},"acceleration":{"x":-1487,"y":1292,"z":6317}}
0.2:{"time":56231,"ypr":{"y":93.21,"p":9.48,"r":3.68},"acceleration":{"x":-1428,"y":1242,"z":6186}}
0.2:{"time":56247,"ypr":{"y":93.97,"p":9.63,"r":3.77},"acceleration":{"x":-1496,"y":1010,"z":6016}}
0.2:{"time":56262,"ypr":{"y":94.68,"p":9.81,"r":3.87},"acceleration":{"x":-1620,"y":719,"z":5800}}
0.2:{"time":56276,"ypr":{"y":95.34,"p":9.94,"r":3.98},"acceleration":{"x":-1815,"y":498,"z":5558}}
0.2:{"time":56292,"ypr":{"y":95.96,"p":9.95,"r":4.14},"acceleration":{"x":-2019,"y":438,"z":5380}}
0.2:{"time":56306,"ypr":{"y":96.54,"p":9.91,"r":4.41},"acceleration":{"x":-2162,"y":460,"z":5263}}
0.2:{"time":56322,"ypr":{"y":97.10,"p":9.88,"r":4.82},"acceleration":{"x":-2175,"y":485,"z":5250}}
0.2:{"time":56337,"ypr":{"y":97.60,"p":9.88,"r":5.35},"acceleration":{"x":-2064,"y":484,"z":5278}}
0.2:{"time":56351,"ypr":{"y":98.01,"p":9.90,"r":5.89},"acceleration":{"x":-1895,"y":465,"z":5316}}
0.2:{"time":56367,"ypr":{"y":98.32,"p":9.90,"r":6.38},"acceleration":{"x":-1727,"y":509,"z":5332}}
0.2:{"time":56382,"ypr":{"y":98.57,"p":9.87,"r":6.74},"acceleration":{"x":-1588,"y":583,"z":5249}}
0.2:{"time":56396,"ypr":{"y":98.80,"p":9.83,"r":6.96},"acceleration":{"x":-1525,"y":633,"z":5098}}
0.2:{"time":56412,"ypr":{"y":99.01,"p":9.76,"r":7.07},"acceleration":{"x":-1458,"y":653,"z":4872}}
0.2:{"time":56427,"ypr":{"y":99.20,"p":9.75,"r":7.07},"acceleration":{"x":-1474,"y":615,"z":4565}}
0.2:{"time":56441,"ypr":{"y":99.36,"p":9.76,"r":7.02},"acceleration":{"x":-1509,"y":534,"z":4262}}
0.2:{"time":56457,"ypr":{"y":99.50,"p":9.77,"r":6.95},"acceleration":{"x":-1577,"y":458,"z":3997}}
0.2:{"time":56472,"ypr":{"y":99.63,"p":9.80,"r":6.90},"acceleration":{"x":-1606,"y":397,"z":3775}}
0.2:{"time":56486,"ypr":{"y":99.73,"p":9.82,"r":6.85},"acceleration":{"x":-1593,"y":405,"z":3606}}
0.2:{"time":56502,"ypr":{"y":99.80,"p":9.90,"r":6.79},"acceleration":{"x":-1587,"y":405,"z":3454}}
0.2:{"time":56517,"ypr":{"y":99.85,"p":10.03,"r":6.72},"acceleration":{"x":-1614,"y":354,"z":3332}}
0.2:{"time":56531,"ypr":{"y":99.88,"p":10.16,"r":6.65},"acceleration":{"x":-1666,"y":300,"z":3273}}
0.2:{"time":56547,"ypr":{"y":99.87,"p":10.31,"r":6.64},"acceleration":{"x":-1721,"y":238,"z":3261}}
0.2:{"time":56562,"ypr":{"y":99.82,"p":10.48,"r":6.69},"acceleration":{"x":-1735,"y":196,"z":3318}}
0.2:{"time":56577,"ypr":{"y":99.72,"p":10.69,"r":6.76},"acceleration":{"x":-1754,"y":151,"z":3408}}
0.2:{"time":56592,"ypr":{"y":99.59,"p":10.91,"r":6.83},"acceleration":{"x":-1739,"y":85,"z":3501}}
0.2:{"time":56607,"ypr":{"y":99.43,"p":11.08,"r":6.86},"acceleration":{"x":-1720,"y":48,"z":3583}}
0.2:{"time":56622,"ypr":{"y":99.25,"p":11.21,"r":6.87},"acceleration":{"x":-1697,"y":25,"z":3699}}
0.2:{"time":56637,"ypr":{"y":99.05,"p":11.33,"r":6.91},"acceleration":{"x":-1623,"y":37,"z":3821}}
0.2:{"time":56652,"ypr":{"y":98.83,"p":11.46,"r":6.93},"acceleration":{"x":-1607,"y":-3,"z":4031}}
0.2:{"time":56667,"ypr":{"y":98.58,"p":11.54,"r":6.95},"acceleration":{"x":-1544,"y":47,"z":4170}}
0.2:{"time":56682,"ypr":{"y":98.33,"p":11.63,"r":6.91},"acceleration":{"x":-1516,"y":36,"z":4230}}
0.2:{"time":56697,"ypr":{"y":98.09,"p":11.69,"r":6.82},"acceleration":{"x":-1473,"y":15,"z":4250}}
0.2:{"time":56712,"ypr":{"y":97.83,"p":11.72,"r":6.72},"acceleration":{"x":-1366,"y":-32,"z":4258}}
0.2:{"time":56727,"ypr":{"y":97.57,"p":11.68,"r":6.56},"acceleration":{"x":-1344,"y":-12,"z":4268}}
0.2:{"time":56741,"ypr":{"y":97.33,"p":11.57,"r":6.39},"acceleration":{"x":-1332,"y":84,"z":4313}}
0.2:{"time":56757,"ypr":{"y":97.13,"p":11.46,"r":6.24},"acceleration":{"x":-1356,"y":216,"z":4395}}
0.2:{"time":56772,"ypr":{"y":96.99,"p":11.39,"r":6.13},"acceleration":{"x":-1420,"y":362,"z":4564}}
0.2:{"time":56786,"ypr":{"y":96.90,"p":11.38,"r":6.16},"acceleration":{"x":-1466,"y":551,"z":4866}}
0.2:{"time":56802,"ypr":{"y":96.83,"p":11.45,"r":6.35},"acceleration":{"x":-1457,"y":827,"z":5350}}
0.2:{"time":56817,"ypr":{"y":96.82,"p":11.70,"r":6.71},"acceleration":{"x":-1360,"y":1263,"z":5968}}
0.2:{"time":56832,"ypr":{"y":96.87,"p":12.33,"r":7.14},"acceleration":{"x":-1079,"y":1420,"z":6397}}
0.2:{"time":56847,"ypr":{"y":96.92,"p":13.19,"r":7.42},"acceleration":{"x":-795,"y":1114,"z":6524}}
0.2:{"time":56862,"ypr":{"y":96.87,"p":14.00,"r":7.43},"acceleration":{"x":-718,"y":600,"z":6555}}
0.2:{"time":56877,"ypr":{"y":96.65,"p":14.66,"r":7.22},"acceleration":{"x":-810,"y":64,"z":6615}}
0.2:{"time":56892,"ypr":{"y":96.20,"p":15.12,"r":6.78},"acceleration":{"x":-994,"y":-566,"z":6485}}
0.2:{"time":56907,"ypr":{"y":95.55,"p":15.20,"r":6.14},"acceleration":{"x":-1239,"y":-1190,"z":6138}}
0.2:{"time":56922,"ypr":{"y":94.69,"p":14.72,"r":5.40},"acceleration":{"x":-1486,"y":-1559,"z":5733}}
0.2:{"time":56937,"ypr":{"y":93.67,"p":13.71,"r":4.67},"acceleration":{"x":-1737,"y":-1582,"z":5488}}
0.2:{"time":56952,"ypr":{"y":92.53,"p":12.34,"r":4.12},"acceleration":{"x":-2101,"y":-1323,"z":5521}}
0.2:{"time":56967,"ypr":{"y":91.34,"p":10.77,"r":3.96},"acceleration":{"x":-2379,"y":-713,"z":5846}}
0.2:{"time":56982,"ypr":{"y":90.20,"p":9.27,"r":4.22},"acceleration":{"x":-2489,"y":92,"z":6369}}
0.2:{"time":56997,"ypr":{"y":89.22,"p":8.14,"r":4.81},"acceleration":{"x":-2390,"y":809,"z":6779}}
0.2:{"time":57012,"ypr":{"y":88.52,"p":7.54,"r":5.44},"acceleration":{"x":-2100,"y":1191,"z":6832}}
0.2:{"time":57027,"ypr":{"y":88.09,"p":7.44,"r":5.89},"acceleration":{"x":-1818,"y":1123,"z":6472}}
0.2:{"time":57042,"ypr":{"y":87.86,"p":7.70,"r":6.14},"acceleration":{"x":-1608,"y":776,"z":5931}}
0.2:{"time":57057,"ypr":{"y":87.69,"p":8.14,"r":6.29},"acceleration":{"x":-1476,"y":191,"z":5362}}
0.2:{"time":57072,"ypr":{"y":87.49,"p":8.50,"r":6.41},"acceleration":{"x":-1406,"y":-377,"z":4892}}
0.2:{"time":57088,"ypr":{"y":87.20,"p":8.71,"r":6.60},"acceleration":{"x":-1380,"y":-680,"z":4788}}
0.2:{"time":57102,"ypr":{"y":86.78,"p":8.82,"r":6.89},"acceleration":{"x":-1411,"y":-573,"z":4851}}
0.2:{"time":57117,"ypr":{"y":86.29,"p":8.97,"r":7.24},"acceleration":{"x":-1305,"y":-404,"z":4777}}
0.2:{"time":57133,"ypr":{"y":85.82,"p":9.14,"r":7.40},"acceleration":{"x":-1225,"y":-255,"z":4536}}
0.2:{"time":57147,"ypr":{"y":85.45,"p":9.32,"r":7.30},"acceleration":{"x":-1181,"y":-102,"z":4257}}
0.2:{"time":57162,"ypr":{"y":85.14,"p":9.58,"r":6.97},"acceleration":{"x":-1284,"y":-115,"z":4000}}
0.2:{"time":57177,"ypr":{"y":84.86,"p":9.82,"r":6.51},"acceleration":{"x":-1479,"y":-207,"z":3797}}
0.2:{"time":57192,"ypr":{"y":84.59,"p":10.01,"r":6.01},"acceleration":{"x":-1772,"y":-355,"z":3684}}
0.2:{"time":57207,"ypr":{"y":84.28,"p":10.09,"r":5.61},"acceleration":{"x":-2093,"y":-480,"z":3784}}
0.2:{"time":57222,"ypr":{"y":83.95,"p":10.08,"r":5.39},"acceleration":{"x":-2323,"y":-447,"z":4125}}
0.2:{"time":57237,"ypr":{"y":83.61,"p":10.06,"r":5.33},"acceleration":{"x":-2411,"y":-405,"z":4512}}
0.2:{"time":57252,"ypr":{"y":83.31,"p":9.95,"r":5.34},"acceleration":{"x":-2408,"y":-324,"z":5038}}
0.2:{"time":57267,"ypr":{"y":83.07,"p":9.73,"r":5.40},"acceleration":{"x":-2325,"y":-86,"z":5727}}
0.2:{"time":57282,"ypr":{"y":82.92,"p":9.54,"r":5.49},"acceleration":{"x":-2083,"y":210,"z":6424}}
0.2:{"time":57297,"ypr":{"y":82.89,"p":9.47,"r":5.44},"acceleration":{"x":-1788,"y":311,"z":6962}}
0.2:{"time":57312,"ypr":{"y":83.01,"p":9.49,"r":5.12},"acceleration":{"x":-1581,"y":106,"z":7181}}
0.2:{"time":57327,"ypr":{"y":83.25,"p":9.57,"r":4.56},"acceleration":{"x":-1455,"y":-381,"z":7056}}
0.2:{"time":57342,"ypr":{"y":83.47,"p":9.49,"r":4.02},"acceleration":{"x":-1458,"y":-871,"z":7116}}
0.2:{"time":57357,"ypr":{"y":83.52,"p":9.13,"r":3.79},"acceleration":{"x":-1489,"y":-972,"z":7518}}
0.2:{"time":57372,"ypr":{"y":83.41,"p":8.65,"r":3.90},"acceleration":{"x":-1367,"y":-548,"z":7788}}
0.2:{"time":57388,"ypr":{"y":83.27,"p":8.31,"r":4.04},"acceleration":{"x":-1315,"y":-77,"z":7926}}
0.2:{"time":57402,"ypr":{"y":83.19,"p":8.12,"r":4.02},"acceleration":{"x":-1346,"y":253,"z":7900}}
0.2:{"time":57417,"ypr":{"y":83.20,"p":8.05,"r":3.89},"acceleration":{"x":-1474,"y":393,"z":7718}}
0.2:{"time":57433,"ypr":{"y":83.26,"p":8.11,"r":3.77},"acceleration":{"x":-1594,"y":444,"z":7497}}
0.2:{"time":57447,"ypr":{"y":83.31,"p":8.29,"r":3.74},"acceleration":{"x":-1643,"y":355,"z":7185}}
0.2:{"time":57462,"ypr":{"y":83.37,"p":8.45,"r":3.79},"acceleration":{"x":-1604,"y":213,"z":6822}}
0.2:{"time":57478,"ypr":{"y":83.40,"p":8.52,"r":3.86},"acceleration":{"x":-1570,"y":30,"z":6422}}
0.2:{"time":57492,"ypr":{"y":83.43,"p":8.39,"r":3.95},"acceleration":{"x":-1579,"y":-57,"z":6101}}
0.2:{"time":57507,"ypr":{"y":83.46,"p":8.16,"r":4.09},"acceleration":{"x":-1588,"y":60,"z":5921}}
0.2:{"time":57523,"ypr":{"y":83.48,"p":7.98,"r":4.27},"acceleration":{"x":-1536,"y":178,"z":5689}}
0.2:{"time":57537,"ypr":{"y":83.53,"p":7.87,"r":4.44},"acceleration":{"x":-1501,"y":329,"z":5390}}
0.2:{"time":57552,"ypr":{"y":83.67,"p":7.88,"r":4.56},"acceleration":{"x":-1441,"y":461,"z":5025}}
0.2:{"time":57568,"ypr":{"y":83.89,"p":8.05,"r":4.61},"acceleration":{"x":-1387,"y":436,"z":4590}}
0.2:{"time":57582,"ypr":{"y":84.19,"p":8.33,"r":4.63},"acceleration":{"x":-1335,"y":278,"z":4146}}
0.2:{"time":57597,"ypr":{"y":84.50,"p":8.63,"r":4.60},"acceleration":{"x":-1295,"y":68,"z":3710}}
0.2:{"time":57612,"ypr":{"y":84.81,"p":8.88,"r":4.54},"acceleration":{"x":-1304,"y":-76,"z":3330}}
0.2:{"time":57627,"ypr":{"y":85.12,"p":9.09,"r":4.49},"acceleration":{"x":-1448,"y":-124,"z":3106}}
0.2:{"time":57643,"ypr":{"y":85.43,"p":9.30,"r":4.57},"acceleration":{"x":-1544,"y":-61,"z":2994}}
0.2:{"time":57657,"ypr":{"y":85.73,"p":9.59,"r":4.77},"acceleration":{"x":-1572,"y":-30,"z":2921}}
0.2:{"time":57672,"ypr":{"y":86.05,"p":9.90,"r":5.05},"acceleration":{"x":-1559,"y":-52,"z":2858}}
0.2:{"time":57688,"ypr":{"y":86.35,"p":10.19,"r":5.38},"acceleration":{"x":-1541,"y":-19,"z":2922}}
0.2:{"time":57702,"ypr":{"y":86.60,"p":10.48,"r":5.78},"acceleration":{"x":-1493,"y":48,"z":3073}}
0.2:{"time":57717,"ypr":{"y":86.83,"p":10.79,"r":6.17},"acceleration":{"x":-1421,"y":127,"z":3297}}
0.2:{"time":57733,"ypr":{"y":87.00,"p":11.10,"r":6.50},"acceleration":{"x":-1399,"y":168,"z":3548}}
0.2:{"time":57747,"ypr":{"y":87.12,"p":11.34,"r":6.74},"acceleration":{"x":-1421,"y":181,"z":3806}}
0.2:{"time":57762,"ypr":{"y":87.18,"p":11.48,"r":6.89},"acceleration":{"x":-1519,"y":246,"z":4094}}
0.2:{"time":57778,"ypr":{"y":87.17,"p":11.53,"r":7.00},"acceleration":{"x":-1649,"y":428,"z":4406}}
0.2:{"time":57792,"ypr":{"y":87.14,"p":11.59,"r":7.10},"acceleration":{"x":-1798,"y":587,"z":4701}}
0.2:{"time":57807,"ypr":{"y":87.11,"p":11.64,"r":7.18},"acceleration":{"x":-1886,"y":626,"z":4937}}
0.2:{"time":57823,"ypr":{"y":87.08,"p":11.64,"r":7.25},"acceleration":{"x":-1947,"y":525,"z":5194}}
0.2:{"time":57837,"ypr":{"y":87.04,"p":11.54,"r":7.28},"acceleration":{"x":-1907,"y":484,"z":5406}}
0.2:{"time":57852,"ypr":{"y":86.98,"p":11.37,"r":7.30},"acceleration":{"x":-1971,"y":423,"z":5616}}
0.2:{"time":57868,"ypr":{"y":86.91,"p":11.17,"r":7.40},"acceleration":{"x":-1976,"y":424,"z":5828}}
0.2:{"time":57882,"ypr":{"y":86.87,"p":11.12,"r":7.59},"acceleration":{"x":-1898,"y":291,"z":5930}}
0.2:{"time":57897,"ypr":{"y":86.81,"p":11.15,"r":7.83},"acceleration":{"x":-1710,"y":-38,"z":5935}}
0.2:{"time":57913,"ypr":{"y":86.63,"p":11.09,"r":8.10},"acceleration":{"x":-1514,"y":-470,"z":6081}}
0.2:{"time":57927,"ypr":{"y":86.29,"p":10.73,"r":8.42},"acceleration":{"x":-1295,"y":-624,"z":6362}}
0.2:{"time":57943,"ypr":{"y":85.85,"p":10.15,"r":8.68},"acceleration":{"x":-1108,"y":-451,"z":6745}}
0.2:{"time":57958,"ypr":{"y":85.36,"p":9.60,"r":8.83},"acceleration":{"x":-1043,"y":-227,"z":7056}}
0.2:{"time":57972,"ypr":{"y":84.94,"p":9.17,"r":8.88},"acceleration":{"x":-898,"y":-68,"z":7153}}
0.2:{"time":57988,"ypr":{"y":84.64,"p":8.85,"r":8.72},"acceleration":{"x":-763,"y":-155,"z":7083}}
0.2:{"time":58003,"ypr":{"y":84.40,"p":8.56,"r":8.45},"acceleration":{"x":-721,"y":-382,"z":7012}}
0.2:{"time":58017,"ypr":{"y":84.18,"p":8.23,"r":8.19},"acceleration":{"x":-649,"y":-658,"z":6888}}
0.2:{"time":58033,"ypr":{"y":83.93,"p":7.71,"r":7.97},"acceleration":{"x":-649,"y":-799,"z":6774}}
0.2:{"time":58047,"ypr":{"y":83.67,"p":7.08,"r":7.83},"acceleration":{"x":-660,"y":-668,"z":6700}}
0.2:{"time":58062,"ypr":{"y":83.47,"p":6.51,"r":7.76},"acceleration":{"x":-685,"y":-432,"z":6610}}
0.2:{"time":58078,"ypr":{"y":83.33,"p":6.11,"r":7.69},"acceleration":{"x":-726,"y":-191,"z":6440}}
0.2:{"time":58092,"ypr":{"y":83.27,"p":5.92,"r":7.56},"acceleration":{"x":-769,"y":-21,"z":6108}}
0.2:{"time":58107,"ypr":{"y":83.30,"p":5.96,"r":7.33},"acceleration":{"x":-768,"y":19,"z":5569}}
0.2:{"time":58123,"ypr":{"y":83.40,"p":6.12,"r":6.98},"acceleration":{"x":-855,"y":-55,"z":4883}}
0.2:{"time":58137,"ypr":{"y":83.57,"p":6.37,"r":6.58},"acceleration":{"x":-962,"y":-190,"z":4164}}
0.2:{"time":58152,"ypr":{"y":83.78,"p":6.70,"r":6.21},"acceleration":{"x":-1129,"y":-394,"z":3428}}
0.2:{"time":58168,"ypr":{"y":84.00,"p":7.05,"r":5.94},"acceleration":{"x":-1288,"y":-636,"z":2772}}
0.2:{"time":58182,"ypr":{"y":84.17,"p":7.34,"r":5.82},"acceleration":{"x":-1424,"y":-856,"z":2298}}
0.2:{"time":58198,"ypr":{"y":84.31,"p":7.54,"r":5.84},"acceleration":{"x":-1523,"y":-948,"z":2109}}
0.2:{"time":58213,"ypr":{"y":84.39,"p":7.68,"r":5.98},"acceleration":{"x":-1579,"y":-833,"z":2182}}
0.2:{"time":58227,"ypr":{"y":84.42,"p":7.86,"r":6.17},"acceleration":{"x":-1607,"y":-735,"z":2257}}
0.2:{"time":58243,"ypr":{"y":84.44,"p":8.01,"r":6.36},"acceleration":{"x":-1618,"y":-719,"z":2346}}
0.2:{"time":58258,"ypr":{"y":84.45,"p":8.04,"r":6.50},"acceleration":{"x":-1612,"y":-662,"z":2506}}
0.2:{"time":58272,"ypr":{"y":84.42,"p":8.00,"r":6.61},"acceleration":{"x":-1742,"y":-619,"z":2747}}
0.2:{"time":58288,"ypr":{"y":84.37,"p":7.89,"r":6.82},"acceleration":{"x":-1821,"y":-436,"z":3164}}
0.2:{"time":58303,"ypr":{"y":84.35,"p":7.80,"r":7.10},"acceleration":{"x":-1914,"y":-143,"z":3653}}
0.2:{"time":58317,"ypr":{"y":84.36,"p":7.86,"r":7.47},"acceleration":{"x":-1977,"y":35,"z":4080}}
0.2:{"time":58333,"ypr":{"y":84.48,"p":7.99,"r":7.85},"acceleration":{"x":-1927,"y":148,"z":4487}}
0.2:{"time":58348,"ypr":{"y":84.70,"p":8.13,"r":8.17},"acceleration":{"x":-1876,"y":230,"z":4912}}
0.2:{"time":58362,"ypr":{"y":84.99,"p":8.37,"r":8.46},"acceleration":{"x":-1764,"y":111,"z":5322}}
0.2:{"time":58378,"ypr":{"y":85.27,"p":8.55,"r":8.68},"acceleration":{"x":-1628,"y":-41,"z":5710}}
0.2:{"time":58393,"ypr":{"y":85.52,"p":8.63,"r":8.76},"acceleration":{"x":-1549,"y":-117,"z":6067}}
0.2:{"time":58407,"ypr":{"y":85.74,"p":8.73,"r":8.67},"acceleration":{"x":-1576,"y":-451,"z":6113}}
0.2:{"time":58423,"ypr":{"y":85.92,"p":8.69,"r":8.48},"acceleration":{"x":-1619,"y":-903,"z":6006}}
0.2:{"time":58438,"ypr":{"y":86.02,"p":8.32,"r":8.37},"acceleration":{"x":-1655,"y":-1295,"z":6165}}
0.2:{"time":58452,"ypr":{"y":85.93,"p":7.43,"r":8.53},"acceleration":{"x":-1772,"y":-1298,"z":6763}}
