5.69,"p":-0.69,"r":15.96},"acceleration":{"x":-2148,"y":-553,"z":5141}}
0.2:{"time":88268,"ypr":{"y":25.86,"p":-6.99,"r":11.01},"acceleration":{"x":-4528,"y":-1408,"z":-260}}
0.2:{"time":88283,"ypr":{"y":25.66,"p":-7.05,"r":12.90},"acceleration":{"x":-4093,"y":-1005,"z":3033}}
0.2:{"time":88298,"ypr":{"y":25.77,"p":-6.86,"r":15.31},"acceleration":{"x":-6302,"y":1306,"z":5762}}
0.2:{"time":88313,"ypr":{"y":25.76,"p":-3.73,"r":17.83},"acceleration":{"x":-6788,"y":4590,"z":7736}}
0.2:{"time":88328,"ypr":{"y":26.05,"p":0.75,"r":17.52},"acceleration":{"x":-5296,"y":4745,"z":7876}}
0.2:{"time":88343,"ypr":{"y":26.56,"p":5.64,"r":15.23},"acceleration":{"x":-4223,"y":1970,"z":4616}}
0.2:{"time":88358,"ypr":{"y":26.70,"p":10.60,"r":13.09},"acceleration":{"x":-1889,"y":-827,"z":1199}}
0.2:{"time":88373,"ypr":{"y":27.15,"p":14.36,"r":11.14},"acceleration":{"x":403,"y":-3073,"z":-299}}
0.2:{"time":88388,"ypr":{"y":28.04,"p":16.46,"r":10.25},"acceleration":{"x":1804,"y":-4038,"z":-994}}
0.2:{"time":88403,"ypr":{"y":29.03,"p":17.03,"r":10.35},"acceleration":{"x":2716,"y":-3503,"z":-1144}}
0.2:{"time":88418,"ypr":{"y":30.04,"p":16.55,"r":10.70},"acceleration":{"x":2438,"y":-3003,"z":786}}
0.2:{"time":88433,"ypr":{"y":30.93,"p":15.57,"r":11.65},"acceleration":{"x":2257,"y":-3401,"z":4053}}
0.2:{"time":88449,"ypr":{"y":31.77,"p":13.04,"r":13.16},"acceleration":{"x":1294,"y":-3532,"z":5614}}
0.2:{"time":88463,"ypr":{"y":32.44,"p":10.35,"r":14.46},"acceleration":{"x":731,"y":-2645,"z":6652}}
0.2:{"time":88478,"ypr":{"y":33.09,"p":9.08,"r":14.74},"acceleration":{"x":2767,"y":-3663,"z":7863}}
0.2:{"time":88494,"ypr":{"y":34.09,"p":6.28,"r":13.67},"acceleration":{"x":2292,"y":-5042,"z":7511}}
0.2:{"time":88508,"ypr":{"y":34.90,"p":2.93,"r":12.78},"acceleration":{"x":1295,"y":-4427,"z":5168}}
0.2:{"time":88523,"ypr":{"y":35.61,"p":-0.12,"r":12.22},"acceleration":{"x":513,"y":-3229,"z":2680}}
0.2:{"time":88538,"ypr":{"y":36.14,"p":-2.69,"r":12.30},"acceleration":{"x":345,"y":-2144,"z":806}}
0.2:{"time":88553,"ypr":{"y":36.65,"p":-5.38,"r":12.82},"acceleration":{"x":-91,"y":-1620,"z":-289}}
0.2:{"time":88568,"ypr":{"y":36.92,"p":-8.23,"r":13.92},"acceleration":{"x":-1191,"y":-991,"z":-783}}
0.2:{"time":88583,"ypr":{"y":36.80,"p":-10.73,"r":15.40},"acceleration":{"x":-2436,"y":445,"z":454}}
0.2:{"time":88598,"ypr":{"y":36.28,"p":-12.33,"r":17.09},"acceleration":{"x":-3961,"y":3051,"z":3203}}
0.2:{"time":88613,"ypr":{"y":35.52,"p":-11.91,"r":18.79},"acceleration":{"x":-4727,"y":6355,"z":7168}}
0.2:{"time":88628,"ypr":{"y":35.16,"p":-9.25,"r":19.65},"acceleration":{"x":-5555,"y":8002,"z":8750}}
0.2:{"time":88643,"ypr":{"y":35.48,"p":-4.34,"r":19.68},"acceleration":{"x":-5182,"y":7459,"z":6760}}
0.2:{"time":88658,"ypr":{"y":36.57,"p":2.07,"r":17.98},"acceleration":{"x":-2958,"y":2839,"z":3648}}
0.2:{"time":88673,"ypr":{"y":37.80,"p":7.38,"r":16.38},"acceleration":{"x":-811,"y":-2050,"z":1170}}
0.2:{"time":88688,"ypr":{"y":38.67,"p":10.68,"r":15.61},"acceleration":{"x":1106,"y":-4309,"z":1044}}
0.2:{"time":88704,"ypr":{"y":39.59,"p":12.15,"r":15.07},"acceleration":{"x":1703,"y":-4927,"z":1413}}
0.2:{"time":88718,"ypr":{"y":40.50,"p":12.52,"r":15.65},"acceleration":{"x":2319,"y":-4407,"z":2288}}
0.2:{"time":88733,"ypr":{"y":41.27,"p":12.25,"r":16.53},"acceleration":{"x":3642,"y":-3947,"z":4261}}
0.2:{"time":88749,"ypr":{"y":41.66,"p":10.49,"r":16.74},"acceleration":{"x":3759,"y":-4260,"z":5899}}
0.2:{"time":88763,"ypr":{"y":41.74,"p":7.45,"r":16.94},"acceleration":{"x":3061,"y":-4403,"z":6539}}
0.2:{"time":88778,"ypr":{"y":41.61,"p":3.76,"r":16.89},"acceleration":{"x":2662,"y":-4456,"z":5794}}
0.2:{"time":88794,"ypr":{"y":41.83,"p":-0.32,"r":16.52},"acceleration":{"x":1095,"y":-4751,"z":3987}}
0.2:{"time":88808,"ypr":{"y":42.17,"p":-4.29,"r":16.05},"acceleration":{"x":-964,"y":-5655,"z":1663}}
0.2:{"time":88823,"ypr":{"y":42.75,"p":-8.38,"r":16.01},"acceleration":{"x":-3678,"y":-4771,"z":-6}}
0.2:{"time":88839,"ypr":{"y":43.26,"p":-11.49,"r":16.53},"acceleration":{"x":-6687,"y":-3386,"z":-786}}
0.2:{"time":88853,"ypr":{"y":43.31,"p":-12.90,"r":18.82},"acceleration":{"x":-8167,"y":-3857,"z":-718}}
0.2:{"time":88868,"ypr":{"y":43.31,"p":-12.85,"r":23.09},"acceleration":{"x":-7194,"y":-4655,"z":-1262}}
0.2:{"time":88884,"ypr":{"y":43.41,"p":-12.40,"r":27.92},"acceleration":{"x":-5951,"y":-5350,"z":-2718}}
0.2:{"time":88898,"ypr":{"y":43.44,"p":-12.27,"r":32.97},"acceleration":{"x":-6165,"y":-4960,"z":-4653}}
0.2:{"time":88913,"ypr":{"y":42.65,"p":-11.93,"r":38.54},"acceleration":{"x":-5829,"y":-3931,"z":-5635}}
0.2:{"time":88929,"ypr":{"y":40.95,"p":-11.29,"r":44.38},"acceleration":{"x":-3815,"y":-3030,"z":-5655}}
0.2:{"time":88943,"ypr":{"y":38.54,"p":-11.14,"r":50.37},"acceleration":{"x":-1493,"y":-1785,"z":-3847}}
0.2:{"time":88958,"ypr":{"y":34.95,"p":-11.39,"r":56.98},"acceleration":{"x":-87,"y":-88,"z":253}}
0.2:{"time":88973,"ypr":{"y":30.06,"p":-11.47,"r":63.80},"acceleration":{"x":-1552,"y":1934,"z":3845}}
0.2:{"time":88988,"ypr":{"y":29.09,"p":-12.05,"r":65.85},"acceleration":{"x":-3684,"y":5016,"z":6593}}
0.2:{"time":89004,"ypr":{"y":33.43,"p":-10.64,"r":61.50},"acceleration":{"x":-2323,"y":9555,"z":6960}}
0.2:{"time":89018,"ypr":{"y":39.23,"p":-5.94,"r":56.11},"acceleration":{"x":659,"y":9386,"z":4833}}
0.2:{"time":89033,"ypr":{"y":45.76,"p":0.49,"r":50.17},"acceleration":{"x":2976,"y":5349,"z":2123}}
0.2:{"time":89049,"ypr":{"y":51.63,"p":6.66,"r":44.40},"acceleration":{"x":4544,"y":897,"z":-453}}
0.2:{"time":89063,"ypr":{"y":56.40,"p":12.00,"r":39.32},"acceleration":{"x":5890,"y":-2859,"z":-1509}}
0.2:{"time":89078,"ypr":{"y":59.87,"p":15.69,"r":34.54},"acceleration":{"x":6160,"y":-5049,"z":-1246}}
0.2:{"time":89094,"ypr":{"y":61.48,"p":17.69,"r":29.82},"acceleration":{"x":6855,"y":-5303,"z":-900}}
0.2:{"time":89108,"ypr":{"y":61.57,"p":18.35,"r":23.18},"acceleration":{"x":6852,"y":-5309,"z":-2215}}
0.2:{"time":89123,"ypr":{"y":61.11,"p":16.80,"r":15.05},"acceleration":{"x":4009,"y":-5170,"z":-5661}}
0.2:{"time":89139,"ypr":{"y":59.81,"p":14.74,"r":6.78},"acceleration":{"x":-208,"y":-5282,"z":-6595}}
0.2:{"time":89153,"ypr":{"y":57.49,"p":12.33,"r":1.67},"acceleration":{"x":-4825,"y":-7270,"z":-980}}
0.2:{"time":89168,"ypr":{"y":56.18,"p":11.50,"r":1.80},"acceleration":{"x":-9437,"y":-6115,"z":1786}}
0.2:{"time":89184,"ypr":{"y":55.59,"p":13.64,"r":3.46},"acceleration":{"x":-10328,"y":-8194,"z":4029}}
0.2:{"time":89198,"ypr":{"y":54.04,"p":16.97,"r":5.96},"acceleration":{"x":-6821,"y":-10366,"z":6434}}
0.2:{"time":89213,"ypr":{"y":53.48,"p":15.97,"r":7.60},"acceleration":{"x":-2257,"y":-11068,"z":6106}}
0.2:{"time":89229,"ypr":{"y":54.15,"p":12.02,"r":7.76},"acceleration":{"x":-1758,"y":-12026,"z":2393}}
0.2:{"time":89243,"ypr":{"y":54.98,"p":6.16,"r":9.09},"acceleration":{"x":-2065,"y":-9589,"z":-1124}}
0.2:{"time":89259,"ypr":{"y":56.59,"p":-0.34,"r":10.90},"acceleration":{"x":-2966,"y":-4611,"z":-2858}}
0.2:{"time":89274,"ypr":{"y":58.09,"p":-5.41,"r":13.63},"acceleration":{"x":-2881,"y":-409,"z":-2032}}
0.2:{"time":89288,"ypr":{"y":58.11,"p":-8.84,"r":18.07},"acceleration":{"x":-434,"y":3052,"z":1459}}
0.2:{"time":89304,"ypr":{"y":56.00,"p":-9.86,"r":23.21},"acceleration":{"x":2068,"y":3988,"z":4894}}
0.2:{"time":89319,"ypr":{"y":54.07,"p":-11.19,"r":25.99},"acceleration":{"x":4199,"y":4333,"z":6117}}
0.2:{"time":89333,"ypr":{"y":54.01,"p":-13.54,"r":23.46},"acceleration":{"x":5355,"y":6703,"z":6757}}
0.2:{"time":89349,"ypr":{"y":54.27,"p":-15.23,"r":19.13},"acceleration":{"x":3813,"y":7021,"z":5541}}
0.2:{"time":89364,"ypr":{"y":53.97,"p":-16.09,"r":14.70},"acceleration":{"x":869,"y":6146,"z":3757}}
0.2:{"time":89378,"ypr":{"y":53.44,"p":-15.45,"r":9.85},"acceleration":{"x":-2952,"y":3757,"z":2432}}
0.2:{"time":89394,"ypr":{"y":53.12,"p":-13.97,"r":7.18},"acceleration":{"x":-5503,"y":1727,"z":1938}}
0.2:{"time":89408,"ypr":{"y":52.80,"p":-11.75,"r":6.49},"acceleration":{"x":-5708,"y":1714,"z":794}}
0.2:{"time":89423,"ypr":{"y":52.56,"p":-8.69,"r":5.63},"acceleration":{"x":-5692,"y":1696,"z":-847}}
0.2:{"time":89439,"ypr":{"y":52.43,"p":-4.81,"r":5.03},"acceleration":{"x":-5732,"y":1443,"z":-2803}}
0.2:{"time":89453,"ypr":{"y":52.12,"p":0.36,"r":5.07},"acceleration":{"x":-4214,"y":410,"z":-4098}}
0.2:{"time":89468,"ypr":{"y":52.10,"p":6.74,"r":5.50},"acceleration":{"x":-1740,"y":-2396,"z":-2734}}
0.2:{"time":89484,"ypr":{"y":53.02,"p":12.56,"r":7.62},"acceleration":{"x":299,"y":-5797,"z":1821}}
0.2:{"time":89498,"ypr":{"y":53.39,"p":13.96,"r":10.73},"acceleration":{"x":887,"y":-7347,"z":5066}}
0.2:{"time":89513,"ypr":{"y":53.07,"p":12.89,"r":14.56},"acceleration":{"x":-122,"y":-5895,"z":6244}}
0.2:{"time":89529,"ypr":{"y":51.98,"p":13.34,"r":18.64},"acceleration":{"x":2996,"y":-4789,"z":8860}}
0.2:{"time":89543,"ypr":{"y":51.15,"p":13.03,"r":20.04},"acceleration":{"x":5693,"y":-5566,"z":10423}}
0.2:{"time":89559,"ypr":{"y":50.80,"p":10.85,"r":19.94},"acceleration":{"x":5808,"y":-5919,"z":9124}}
0.2:{"time":89574,"ypr":{"y":50.03,"p":7.90,"r":19.66},"acceleration":{"x":6073,"y":-5511,"z":6416}}
0.2:{"time":89588,"ypr":{"y":48.74,"p":3.92,"r":18.85},"acceleration":{"x":6594,"y":-4274,"z":2975}}
0.2:{"time":89604,"ypr":{"y":47.72,"p":-1.04,"r":17.71},"acceleration":{"x":4835,"y":-2429,"z":-613}}
0.2:{"time":89619,"ypr":{"y":46.63,"p":-5.75,"r":16.92},"acceleration":{"x":2823,"y":-896,"z":-2412}}
0.2:{"time":89633,"ypr":{"y":45.47,"p":-10.31,"r":16.46},"acceleration":{"x":690,"y":999,"z":-1850}}
0.2:{"time":89649,"ypr":{"y":44.32,"p":-14.12,"r":16.48},"acceleration":{"x":-1338,"y":3855,"z":860}}
0.2:{"time":89664,"ypr":{"y":43.20,"p":-16.26,"r":16.69},"acceleration":{"x":-2105,"y":7169,"z":4791}}
0.2:{"time":89678,"ypr":{"y":42.83,"p":-17.39,"r":16.05},"acceleration":{"x":-1716,"y":9692,"z":8407}}
0.2:{"time":89694,"ypr":{"y":43.08,"p":-17.04,"r":14.12},"acceleration":{"x":-2742,"y":10146,"z":10192}}
0.2:{"time":89709,"ypr":{"y":44.25,"p":-13.14,"r":11.87},"acceleration":{"x":-4091,"y":7766,"z":9379}}
0.2:{"time":89723,"ypr":{"y":45.94,"p":-7.21,"r":10.86},"acceleration":{"x":-4502,"y":3835,"z":7641}}
0.2:{"time":89739,"ypr":{"y":47.65,"p":-2.02,"r":10.93},"acceleration":{"x":-3913,"y":832,"z":6052}}
0.2:{"time":89754,"ypr":{"y":49.09,"p":2.34,"r":11.16},"acceleration":{"x":-2690,"y":-1493,"z":4093}}
0.2:{"time":89768,"ypr":{"y":50.57,"p":5.74,"r":11.48},"acceleration":{"x":-2028,"y":-2451,"z":2358}}
0.2:{"time":89784,"ypr":{"y":52.06,"p":8.55,"r":11.99},"acceleration":{"x":-1350,"y":-2507,"z":1075}}
0.2:{"time":89799,"ypr":{"y":53.50,"p":10.90,"r":12.85},"acceleration":{"x":18,"y":-2265,"z":329}}
0.2:{"time":89814,"ypr":{"y":55.12,"p":12.80,"r":13.68},"acceleration":{"x":1702,"y":-1982,"z":703}}
0.2:{"time":89829,"ypr":{"y":56.77,"p":13.90,"r":14.12},"acceleration":{"x":3251,"y":-2071,"z":1744}}
0.2:{"time":89843,"ypr":{"y":58.06,"p":13.78,"r":14.20},"acceleration":{"x":4632,"y":-1726,"z":2407}}
0.2:{"time":89859,"ypr":{"y":58.89,"p":12.95,"r":13.97},"acceleration":{"x":5838,"y":-793,"z":3213}}
0.2:{"time":89874,"ypr":{"y":59.23,"p":11.78,"r":13.35},"acceleration":{"x":6978,"y":-479,"z":5253}}
0.2:{"time":89888,"ypr":{"y":58.84,"p":9.16,"r":11.83},"acceleration":{"x":5824,"y":-620,"z":6550}}
0.2:{"time":89904,"ypr":{"y":57.75,"p":5.66,"r":10.10},"acceleration":{"x":2262,"y":-512,"z":6634}}
0.2:{"time":89919,"ypr":{"y":56.98,"p":3.53,"r":9.65},"acceleration":{"x":-378,"y":-272,"z":6901}}
0.2:{"time":89933,"ypr":{"y":56.78,"p":2.88,"r":9.46},"acceleration":{"x":-1645,"y":-499,"z":7179}}
0.2:{"time":89949,"ypr":{"y":56.61,"p":3.00,"r":9.49},"acceleration":{"x":-1696,"y":-1511,"z":6668}}
0.2:{"time":89964,"ypr":{"y":56.37,"p":3.02,"r":9.90},"acceleration":{"x":-727,"y":-2143,"z":5869}}
0.2:{"time":89978,"ypr":{"y":56.18,"p":2.66,"r":10.44},"acceleration":{"x":13,"y":-1999,"z":5209}}
0.2:{"time":89994,"ypr":{"y":55.97,"p":2.14,"r":11.04},"acceleration":{"x":583,"y":-1495,"z":4651}}
0.2:{"time":90009,"ypr":{"y":55.57,"p":1.52,"r":11.39},"acceleration":{"x":1023,"y":-1219,"z":4289}}
0.2:{"time":90023,"ypr":{"y":55.05,"p":0.75,"r":11.35},"acceleration":{"x":1145,"y":-1542,"z":3795}}
0.2:{"time":90039,"ypr":{"y":54.46,"p":-0.43,"r":11.13},"acceleration":{"x":992,"y":-1873,"z":3564}}
0.2:{"time":90054,"ypr":{"y":53.80,"p":-1.96,"r":10.99},"acceleration":{"x":570,"y":-1738,"z":3586}}
0.2:{"time":90068,"ypr":{"y":53.23,"p":-3.47,"r":10.86},"acceleration":{"x":196,"y":-1323,"z":4025}}
0.2:{"time":90084,"ypr":{"y":52.82,"p":-4.76,"r":10.54},"acceleration":{"x":-483,"y":-1134,"z":4578}}
0.2:{"time":90099,"ypr":{"y":52.60,"p":-5.74,"r":10.26},"acceleration":{"x":-1320,"y":-1016,"z":4963}}
0.2:{"time":90114,"ypr":{"y":52.46,"p":-6.28,"r":10.18},"acceleration":{"x":-2181,"y":-935,"z":4963}}
0.2:{"time":90129,"ypr":{"y":52.33,"p":-6.39,"r":10.39},"acceleration":{"x":-2786,"y":-690,"z":4824}}
0.2:{"time":90144,"ypr":{"y":52.18,"p":-6.08,"r":10.86},"acceleration":{"x":-3093,"y":-231,"z":4623}}
0.2:{"time":90159,"ypr":{"y":52.01,"p":-5.33,"r":11.53},"acceleration":{"x":-3024,"y":218,"z":4298}}
0.2:{"time":90174,"ypr":{"y":51.90,"p":-4.14,"r":12.21},"acceleration":{"x":-2654,"y":452,"z":4226}}
0.2:{"time":90189,"ypr":{"y":51.99,"p":-2.59,"r":12.77},"acceleration":{"x":-2115,"y":382,"z":4395}}
0.2:{"time":90204,"ypr":{"y":52.28,"p":-0.97,"r":13.19},"acceleration":{"x":-1729,"y":17,"z":4902}}
0.2:{"time":90219,"ypr":{"y":52.76,"p":0.71,"r":13.66},"acceleration":{"x":-1156,"y":-625,"z":5253}}
0.2:{"time":90234,"ypr":{"y":53.40,"p":2.13,"r":13.91},"acceleration":{"x":-690,"y":-1555,"z":5769}}
0.2:{"time":90249,"ypr":{"y":54.06,"p":2.93,"r":14.05},"acceleration":{"x":-560,"y":-2433,"z":5927}}
0.2:{"time":90264,"ypr":{"y":54.77,"p":3.08,"r":14.22},"acceleration":{"x":-621,"y":-2658,"z":5508}}
0.2:{"time":90278,"ypr":{"y":55.54,"p":2.77,"r":14.34},"acceleration":{"x":-938,"y":-2504,"z":5140}}
0.2:{"time":90294,"ypr":{"y":56.29,"p":2.17,"r":14.50},"acceleration":{"x":-1467,"y":-2135,"z":5146}}
0.2:{"time":90309,"ypr":{"y":56.97,"p":1.58,"r":14.84},"acceleration":{"x":-2095,"y":-1735,"z":5269}}
0.2:{"time":90323,"ypr":{"y":57.64,"p":1.33,"r":15.42},"acceleration":{"x":-2639,"y":-1324,"z":5326}}
0.2:{"time":90339,"ypr":{"y":58.43,"p":1.46,"r":16.08},"acceleration":{"x":-2988,"y":-797,"z":5452}}
0.2:{"time":90354,"ypr":{"y":59.20,"p":1.97,"r":16.70},"acceleration":{"x":-3376,"y":-495,"z":5605}}
0.2:{"time":90369,"ypr":{"y":60.02,"p":3.00,"r":17.43},"acceleration":{"x":-3023,"y":-483,"z":5754}}
0.2:{"time":90384,"ypr":{"y":61.09,"p":4.22,"r":17.97},"acceleration":{"x":-2512,"y":-388,"z":5987}}
0.2:{"time":90399,"ypr":{"y":62.27,"p":5.58,"r":18.41},"acceleration":{"x":-1581,"y":-573,"z":5936}}
0.2:{"time":90414,"ypr":{"y":63.48,"p":6.84,"r":18.70},"acceleration":{"x":-592,"y":-798,"z":5642}}
0.2:{"time":90429,"ypr":{"y":64.67,"p":7.93,"r":18.85},"acceleration":{"x":45,"y":-896,"z":4948}}
0.2:{"time":90444,"ypr":{"y":65.90,"p":8.84,"r":18.87},"acceleration":{"x":313,"y":-1246,"z":4232}}
0.2:{"time":90459,"ypr":{"y":67.16,"p":9.49,"r":18.87},"acceleration":{"x":336,"y":-1941,"z":3622}}
0.2:{"time":90474,"ypr":{"y":68.37,"p":9.81,"r":18.87},"acceleration":{"x":354,"y":-2637,"z":3282}}
0.2:{"time":90489,"ypr":{"y":69.42,"p":9.63,"r":18.83},"acceleration":{"x":461,"y":-3123,"z":3292}}
0.2:{"time":90504,"ypr":{"y":70.30,"p":8.89,"r":18.56},"acceleration":{"x":502,"y":-3282,"z":3652}}
0.2:{"time":90519,"ypr":{"y":71.14,"p":7.68,"r":18.01},"acceleration":{"x":362,"y":-3319,"z":4175}}
0.2:{"time":90534,"ypr":{"y":71.96,"p":6.09,"r":17.21},"acceleration":{"x":-194,"y":-3341,"z":4763}}
0.2:{"time":90549,"ypr":{"y":72.74,"p":4.22,"r":16.43},"acceleration":{"x":-1074,"y":-3323,"z":5492}}
0.2:{"time":90564,"ypr":{"y":73.48,"p":2.23,"r":15.82},"acceleration":{"x":-2162,"y":-2921,"z":5944}}
0.2:{"time":90579,"ypr":{"y":74.13,"p":0.57,"r":15.51},"acceleration":{"x":-3092,"y":-2473,"z":5847}}
0.2:{"time":90594,"ypr":{"y":74.72,"p":-0.72,"r":15.51},"acceleration":{"x":-3133,"y":-2250,"z":5234}}
0.2:{"time":90609,"ypr":{"y":75.32,"p":-2.00,"r":15.47},"acceleration":{"x":-2814,"y":-1817,"z":4566}}
0.2:{"time":90625,"ypr":{"y":75.86,"p":-3.12,"r":15.38},"acceleration":{"x":-2539,"y":-1378,"z":4388}}
0.2:{"time":90639,"ypr":{"y":76.25,"p":-3.92,"r":15.37},"acceleration":{"x":-2087,"y":-1009,"z":4714}}
0.2:{"time":90654,"ypr":{"y":76.48,"p":-4.42,"r":15.31},"acceleration":{"x":-1746,"y":-979,"z":5074}}
0.2:{"time":90670,"ypr":{"y":76.59,"p":-4.71,"r":15.20},"acceleration":{"x":-1578,"y":-1346,"z":5344}}
0.2:{"time":90684,"ypr":{"y":76.58,"p":-5.02,"r":14.99},"acceleration":{"x":-1553,"y":-2030,"z":5655}}
0.2:{"time":90699,"ypr":{"y":76.51,"p":-5.52,"r":14.68},"acceleration":{"x":-1799,"y":-2393,"z":5831}}
0.2:{"time":90714,"ypr":{"y":76.51,"p":-6.08,"r":14.51},"acceleration":{"x":-1668,"y":-1907,"z":5984}}
0.2:{"time":90729,"ypr":{"y":76.47,"p":-6.53,"r":14.25},"acceleration":{"x":-1276,"y":-1241,"z":5795}}
0.2:{"time":90744,"ypr":{"y":76.30,"p":-6.95,"r":13.99},"acceleration":{"x":-782,"y":-444,"z":5218}}
0.2:{"time":90759,"ypr":{"y":76.06,"p":-7.15,"r":13.59},"acceleration":{"x":-347,"y":-42,"z":4420}}
0.2:{"time":90774,"ypr":{"y":75.76,"p":-7.28,"r":13.11},"acceleration":{"x":-183,"y":171,"z":3683}}
0.2:{"time":90789,"ypr":{"y":75.47,"p":-7.33,"r":12.51},"acceleration":{"x":-360,"y":320,"z":3512}}
0.2:{"time":90804,"ypr":{"y":75.34,"p":-7.27,"r":11.93},"acceleration":{"x":-708,"y":693,"z":3855}}
0.2:{"time":90819,"ypr":{"y":75.44,"p":-6.88,"r":11.43},"acceleration":{"x":-972,"y":1208,"z":4392}}
0.2:{"time":90834,"ypr":{"y":75.71,"p":-6.09,"r":10.94},"acceleration":{"x":-1312,"y":1718,"z":5014}}
0.2:{"time":90849,"ypr":{"y":76.22,"p":-4.74,"r":10.72},"acceleration":{"x":-1686,"y":1865,"z":6178}}
0.2:{"time":90864,"ypr":{"y":77.11,"p":-2.63,"r":11.01},"acceleration":{"x":-1654,"y":776,"z":6829}}
0.2:{"time":90880,"ypr":{"y":78.21,"p":-0.60,"r":11.61},"acceleration":{"x":-1282,"y":-971,"z":7121}}
0.2:{"time":90894,"ypr":{"y":79.13,"p":0.43,"r":12.05},"acceleration":{"x":-1006,"y":-2190,"z":6858}}
0.2:{"time":90909,"ypr":{"y":79.77,"p":0.47,"r":12.34},"acceleration":{"x":-983,"y":-2337,"z":6297}}
0.2:{"time":90925,"ypr":{"y":80.25,"p":0.17,"r":12.65},"acceleration":{"x":-1107,"y":-1870,"z":5987}}
0.2:{"time":90939,"ypr":{"y":80.62,"p":-0.17,"r":13.01},"acceleration":{"x":-1265,"y":-1238,"z":5639}}
0.2:{"time":90954,"ypr":{"y":81.03,"p":-0.31,"r":13.32},"acceleration":{"x":-1511,"y":-482,"z":5364}}
0.2:{"time":90970,"ypr":{"y":81.61,"p":-0.06,"r":13.64},"acceleration":{"x":-1770,"y":-98,"z":5233}}
0.2:{"time":90984,"ypr":{"y":82.39,"p":0.38,"r":14.00},"acceleration":{"x":-1978,"y":395,"z":5187}}
0.2:{"time":90999,"ypr":{"y":83.42,"p":1.09,"r":14.35},"acceleration":{"x":-2235,"y":929,"z":5221}}
0.2:{"time":91015,"ypr":{"y":84.69,"p":2.20,"r":14.79},"acceleration":{"x":-2163,"y":1627,"z":5045}}
0.2:{"time":91029,"ypr":{"y":86.13,"p":3.95,"r":15.12},"acceleration":{"x":-1708,"y":1570,"z":4782}}
0.2:{"time":91044,"ypr":{"y":87.52,"p":6.01,"r":15.44},"acceleration":{"x":-1069,"y":693,"z":4862}}
0.2:{"time":91060,"ypr":{"y":88.85,"p":7.82,"r":15.75},"acceleration":{"x":-331,"y":80,"z":4746}}
0.2:{"time":91074,"ypr":{"y":90.12,"p":9.44,"r":15.87},"acceleration":{"x":172,"y":-333,"z":4482}}
0.2:{"time":91089,"ypr":{"y":91.34,"p":10.95,"r":15.79},"acceleration":{"x":80,"y":-740,"z":4208}}
0.2:{"time":91105,"ypr":{"y":92.59,"p":12.34,"r":15.77},"acceleration":{"x":-240,"y":-1318,"z":3994}}
0.2:{"time":91119,"ypr":{"y":93.85,"p":13.53,"r":15.93},"acceleration":{"x":-537,"y":-2151,"z":3869}}
0.2:{"time":91134,"ypr":{"y":95.00,"p":14.34,"r":16.13},"acceleration":{"x":-595,"y":-3242,"z":4001}}
0.2:{"time":91149,"ypr":{"y":96.06,"p":14.42,"r":16.22},"acceleration":{"x":-690,"y":-4438,"z":4507}}
0.2:{"time":91164,"ypr":{"y":97.01,"p":13.42,"r":16.05},"acceleration":{"x":-643,"y":-5218,"z":4584}}
0.2:{"time":91180,"ypr":{"y":97.87,"p":11.42,"r":15.51},"acceleration":{"x":-839,"y":-5237,"z":4359}}
0.2:{"time":91194,"ypr":{"y":98.73,"p":8.87,"r":14.80},"acceleration":{"x":-1229,"y":-4816,"z":4626}}
0.2:{"time":91209,"ypr":{"y":99.63,"p":5.86,"r":14.09},"acceleration":{"x":-1687,"y":-3923,"z":5416}}
0.2:{"time":91225,"ypr":{"y":100.44,"p":2.43,"r":13.30},"acceleration":{"x":-1991,"y":-2202,"z":5730}}
0.2:{"time":91239,"ypr":{"y":101.17,"p":-0.61,"r":12.44},"acceleration":{"x":-2408,"y":-281,"z":5694}}
0.2:{"time":91254,"ypr":{"y":101.89,"p":-2.80,"r":11.77},"acceleration":{"x":-2696,"y":875,"z":5512}}
0.2:{"time":91270,"ypr":{"y":102.64,"p":-4.20,"r":11.32},"acceleration":{"x":-2816,"y":1288,"z":5397}}
0.2:{"time":91284,"ypr":{"y":103.36,"p":-5.06,"r":11.12},"acceleration":{"x":-2644,"y":1412,"z":5282}}
0.2:{"time":91299,"ypr":{"y":103.92,"p":-5.52,"r":11.21},"acceleration":{"x":-2091,"y":1282,"z":5169}}
0.2:{"time":91315,"ypr":{"y":104.23,"p":-5.63,"r":11.37},"acceleration":{"x":-1656,"y":586,"z":5096}}
0.2:{"time":91329,"ypr":{"y":104.35,"p":-5.77,"r":11.45},"acceleration":{"x":-1440,"y":-141,"z":5095}}
0.2:{"time":91344,"ypr":{"y":104.27,"p":-6.12,"r":11.48},"acceleration":{"x":-1356,"y":-777,"z":4977}}
0.2:{"time":91360,"ypr":{"y":103.96,"p":-6.72,"r":11.50},"acceleration":{"x":-1097,"y":-1080,"z":4864}}
0.2:{"time":91374,"ypr":{"y":103.40,"p":-7.39,"r":11.45},"acceleration":{"x":-739,"y":-1285,"z":5004}}
0.2:{"time":91389,"ypr":{"y":102.66,"p":-8.09,"r":11.29},"acceleration":{"x":-568,"y":-1252,"z":5109}}
0.2:{"time":91405,"ypr":{"y":101.82,"p":-8.83,"r":11.02},"acceleration":{"x":-561,"y":-940,"z":5152}}
